ID,parentID,timestamp,topicText,topicNotes,tags,reserved1,reserved2,reserved3,reserved4
23,22,1691336392,Методика расчета ЧЖП,"1. Выберите необходимую дату рождения, которую желаете рассчитать
2.Сложите все цифры даты (день,месяц,год), приводя их к числовому диапазону от 1 до 9
-Если результат получается больше 9, то складывайте цифры между собой, пока цифра не будет в диапазоне 1-9
 
Например: 22.03.2001
 
2+2+0+3+2+0+0+1=10=1+0=1
 
Результат: ЧЖП-1
 ",Сущность:Методика,,,0,0
24,22,1691336392,"Расшифровка для ЧЖП-1

Единица - символ инициативы творчества воли; мастер желаний и манифестации, пробуждение, самостоятельность, лидерство.","*На портрет человека с ЧЖП-1 очень сильно влияют разные внутренние показатели и разные уровни числа 1
Будучи первым числом в числовом ряду, единица олицетворяет: Новое начало,  рождение чего-то нового, старт, лидерство, индивидуальность, пробуждение, самостоятельность, инициатива.
 
Вы-обладатель сильной энергии, которую можно направить как на созидание, так и на разрушение.
 
В контексте личного развития единица может указывать на : начало пути самопознания, на первые шаги к изменению и на то, что эти первые шаги делать может быть сложно; принятие ответственности за свою жизнь, понимание своих целей, амбиций;  становление лидером, инициатором в определенной области.
 Единица имеет сильное отношение к индивидуальности и уникальности; символ самостоятельности, независимости, упрямства, эгоцентризма.
 
Единица- человек, который стремится выделиться из толпы и идти своим путем
 
Негативные проявления ЧЖП-1: Излишняя самоуверенность, эгоизм, страх перед новым началом, доминирование, полный отказ и нежелание сотрудничать
 
Единица олицетворяет ""универсальное единство"" всего живого на планете.- Все во Вселенной взаимосвязано и всё является частью Вселенной; внутренний зов к началу пути самоосознания/самопознания.

- Человек с ЧЖП-1 способен достигать большего, вести за собой, если сумеет преодолеть свои страхи, если примет свою уникальность и индивидуальность, если будет развиваться.
 
 
 ","Сущность:Чек-лист,Важность:5/65",,,0,0
25,22,1691336392,Раскрытие своего предназначения для ЧЖП-1,"- Единички, помните, что ваша миссия и предназначение в жизни - начать новый путь, то чего вы не знали; найти и принять свою индивидуальность, уникальность, активно притворять свои идеи и задумки в реальность
* У единицы присутствует прочная связь со стихией земли/земной энергией, поэму ЧЖП-1 - создатель, строитель.

Рекомендации : 
1. Сфокусируйтесь на выживании, научитесь выживать: фокусируйтесь на обеспечении своих физ. потребностей(пища, вода, дом)
2. Сфокусируйтесь на основных жизненных потребностях, соответствующих вашему ЧЖП, проявляйте индивидуальность, стремление и волю в успех.
-Если потребности выживать не закрыты, то значит Вы еще не следуете по пути своего предназначения.
3.Начните путь самосознания, саморазвития
-Вы можете развиваться как самостоятельно, так и помогать другим пробуждаться и искать свой путь 
4. Примите свою уникальность, раскройте  потенциал и транслируйте эту уникальность в мир.
*Каждый человек уникален. Понимание самого себя начинается с восприятия нашей уникальной индивидуальности и уникальной индивидуальности каждого человека на планете.
5. Станьте лидером в своей жизни  и примите ответственность за обеспечение своих физ. потребностей 
 ","Сущность:Методика,Важность:5/65",,,0,0
26,22,1691336392,Как человеку с числом ЧЖП-1 избавиться от страха потери контроля и страха неудачи,"*Работайте над восприятием: начните воспринимать неудачи, как неотъемлемую часть процесса обучения и своего роста.
 
1. Включите в свою жизнь психотерапию..
2. Саморефлексируйте, выполняйте упражнения по самоосознанию со своим образом единицы. И также выполняйте работу со своими внутренними сущностями.
3. Регулярно  медитируйте.
 ","Сущность:Методика,Важность:5/65",,,0,0
27,22,1691336392,Как человеку с числом ЧЖП-1 избавиться от страха одиночества и отчуждения,"1. Развивайте навыки общения. Научитесь устанавливать с людьми глубокие и значимые отношения.
2. Работайте над своей уверенностью и самооценкой, чтобы не чувствовать себя отделенными от других и проработать свой страх одиночества.
 ","Сущность:Методика,Важность:5/65",,,0,0
28,22,1691336392,"Как человеку с числом ЧЖП-1 избавиться от страха не признанности, потери уважения","*Часто этот вид страха проистекает из-за низкой самооценки у человека
 
1. Практикуйте самопознание/непрерывное образование, чтобы ценность себя в себя ""положить"" и сформировать ее в себе.
2. Практикуйте здоровое самолюбование: Начните ценить себя и свои достоинства, благодарите/хвалите себя, не взирая на то, ценят или хвалят ли вас другие люди.
 ","Сущность:Методика,Важность:5/65",,,0,0
29,22,1691336392,Как человеку с числом ЧЖП-1 избавиться от страха принятия физической реальности,"*Страх = программа
*Темные стороны вашей личности (суб-личность) связаны с вашим образом, с которым вы живете или вашей программой
 
 
1. Осознайте программу, которая доминирует в вашей жизни
2. Сделайте саморефлексию, ответив на следующие вопросы: 
На каком жизненном этапе вы находитесь и что с вами происходит? Что проявляется сейчас у вас , на каком этапе вы ""застряли"" и что с этим можно сейчас сделать?
Каким образом вы можете перейти с этого этапа на нужный вам этап?
 
3. Начните медитировать, заниматься йогой и иными практики осознанности
* Вернуть себе принятие физической реальности обратно возможно, работая со своим телом
- Человек боится реальности только потому, что он не принимает ее.
-Если человек совсем не испытывает страха в своей жизни, то он не ""вырастает"".
 ","Сущность:Методика,Важность:5/65",,,0,0
30,22,1691336392,Обретение стабильности в жизни для ЧЖП-1,"* Помните, что если вы сами единица и у вас в жизни нет того, чего вы хотите , то это является лишь результатом вашего бездействия.
 
1. Развивайте социальные сети, социальные связи, если вы человек с ЧЖП-1, чтобы преодолеть чувство одиночества и создать новую опору в жизни
2. Встаньте на путь саморазвития: Признайте тот факт, что вы чего-то не знаете, но обязательно определите ваши личные ценности, цели и желания, чтобы развиваться
3. Научитесь заботиться о себе, чтобы оставаться сосредоточенным и уверенным в себе, даже в сложные периоды и трудности
 -  Включите психотерапию в свою жизнь, чтобы помочь себе проработать внутренние переживания, преодолеть страхи и начать действовать.
 4. Научитесь и применяйте медитативные практики в вашей жизни, чтобы снизить стресс, наладить духовную внутреннюю связь. 
 *Медитация помогает человеку наладить связь с самим собой
 ","Сущность:Методика,Важность:5/65",,,0,0
31,22,1691336392,Как достичь самореализации человеку с ЧЖП-1,"1. Заботьтесь о себе: морально и физически
 
2. Культивируйте драйв , принимая во внимание потребности других
 
3. Используйте вашу творческую энергию: добавьте элемент творца в ежедневные дела.
  -Нужно найти свой способ творческой самореализации
 
4. Саморефлексируйте, чтобы лучше понимать себя и свои эмоции
 *Познание себя позволит вам поддерживать здоровые связи с другими
 
5. Найдите свою уникальность и раскройте её Примите свои недостатки и особенности
 
6. Найдите способ стать справедливым и эффективным лидером
 ","Важность:20/80,Сущность:Методика",,,0,0
32,21,1691336392,"МАРАФОН: Нумерология. День 2
(Жизненная нумерология)
Экспосхема для загрузки в бот ",,,,,0,0
33,32,1691336392,"Как достичь гармонии в жизни, учитывая своё ЧЖП (для всех чисел)","1. Сделайте все необходимое чтобы максимально соответствовать описанию вашего ЧЖП
2. Увеличьте масштаб влияния своего числа в окружающем мире
 
это справедливо  для всех чисел
 1 2 3 4 5 6 7 8 9 
 ","Сущность:Методика,Важность:5/65",,,0,0
34,32,1691336392,"""9 этажей""(9 жизней в каждом из чисел) для человека с ЧЖП-1
*Приведены описания первых 2 этажей","1 этаж у ЧЖП-1 характеризуется : страхом перед принятием большой ответственности и трудностями в установлении баланса между собственными целями и потребностями других.  
2 этаж у ЧЖП-1 характеризуется: страхом потери контроля и страхом потери независимости при взаимодействии с другими людьми; трудностями в преодолении конфликтов и сложностями поиска компромиссов, поддержания гармоничных отношений  
 ","Сущность:Чек-лист,Важность:20/80",,,0,0
35,32,1691336392,"Расшифровка для ЧЖП-2:

Двойка имеет врожденные задатки дипломатии; всячески старается избегать конфликтов, может и находит компромиссы ","Главной целью человека с ЧЖП-2 является достижение общей гармонии, баланса в отношениях, как с другими людьми, так и с самим собой; развитие чувственности и эмпатии
 
Главной миссией человека с ЧЖП-2 является отдача энергии другим
Свойства человека с ЧЖП-2:
Человек с ЧЖП-2 имеет врожденные задатки дипломатии; всячески старается избегать конфликтов, может и находит компромиссы 
 
Люди с ЧЖП-2 изначально наделены большими резервами энергии т.к они аккумулируют энергию других чисел Люди с ЧЖП-2 особенно ценят социум/общину, семью
Характеристика человека с ЧЖП-2:
Человек с ЧЖП-2 характеризуется как справедливый, ценящий равенство творческий человек. Такой человек обладает огромным спокойствием и уравновешенностью, трепетным отношением к гармонии в душе и внешнем мире
 
Человеку с ЧЖП-2 свойственна высокая эмоциональность и эмпатия(способность воспринимать энергию и настроение окружающих)  
Основной уровень задач ЧЖП-2 сфокусирован вокруг его/её семьи, достижения гармонии и баланса в дружеских и партнерских отношениях.
Двойкам необходимо учиться универсальности во всех сферах жизни т.к это является их сверх способностью.
Успех человека с ЧЖП-2 лежит в плоскости сотрудничества с другими людьми.
Кармической программой человека с ЧЖП-2 является развитие терпения, для достижения/реализации своих целей
Негативные проявления у ЧЖП-2 характеризуются: делегированием ответственности, ощущением персональной важности и незаменимости(все должны со мной дружить и любить!)
Сфера отношений:
В отношениях ЧЖП-2 важна общность действий с партнером(""Мы вместе идем в магазин, всё делаем вместе"")
 ","Сущность:Чек-лист,Важность:5/65",,,0,0
36,32,1691336392,Раскрытие своего предназначения для ЧЖП-2,"-Если ваше ЧЖП-2, в первую очередь старайтесь реализовать внутренний потенциал двойки, после чего помогайте другим, а не наоборот

1.Не держите эмоции в себе, давайте им волю 
Ищите способ раскрыть свой творческий потенциал
-Помните, что у двоек никакие деструктивные психологические состояния не должны длиться дольше 15 минут! Это очень важное правило.

2. Создавайте гармоничные, равные, справедливые возможности и условия, экологичные и взаимные отношения для взаимодействия с другими
-входите в отношения/партнерство ТОЛЬКО из позиции плюса 
- Двойкам следует осознать важность баланса и сотрудничества в отношениях с другими людьми
- Наладьте отношения с мамой, если у вас они отсутствуют/находятся в упадке т.к для двоек это важно
- НЕ помогайте другим, если вы не реализовали вашу двойку на все 100% 
 
3. Обязательно развивайте свою врожденную сильную интуицию, чувственность, общий баланс в жизни. 
-Двойкам нужно научиться доверять своим внутренним ощущениям 
- Двойкам следует принимать решения, относительно других людей, исходя из своих внутренних ощущений/ценностей/потребностей и состояния
-Вам следует научиться развивать свою эмпатию, способности слушать и понимать других людей

4. Преодолевайте и снимайте у себя творческие блоки, для того, чтобы научиться адаптироваться к новому ритму жизни и раскрыть свое врожденное  интуитивное качество

5. Найдите способ преодолеть свой страх конфликтов, принятия и страх трансляции своего мнения. Научитесь защищать свои интересы
-Вам нужно научиться устанавливать здоровые границы с другими, выражать свои потребности и одновременно с этим учитывать потребности других людей.
-Двойкам следует всегда искать компромиссы, баланс в конфликтных ситуациях, если они уже произошли, и стараться по возможности избегать конфликтов вообще
6. Развивайте в себе самоценность. Цените себя таким/такой какой вы есть
- Если вас не устраивает перечень качеств, которыми вы обладаете, начните улучшать себя/работать над собой
- Всем двойкам следует проверить, насколько вы зависимы от мнения/советов других людей. Вам как двойкам следует всячески избегать влияния социума, семьи при формировании внутри вас ваших собственных ценностей/потребностей и мнения относительно всего. Это ВАЖНО!
7. Стратегически планируйте улучшения себя, визуализируйте результат, а не просто мечтайте.","Сущность:Методика,Важность:5/65",,,0,0
37,32,1691336392,Как ЧЖП-2 выйти в плюс в проблемной сфере жизни и достичь гармонии с самим собой.,"1. Найдите/определите проблемную сферу
2.Определите сферу, в которой вы преуспеваете/вам нравиться заниматься. Определите свою ключевую компетенцию в ней
3.Ищите возможность реализации своей ключевой компетенции через вступление в партнерство с другим человеком.
-Двойкам ОБЯЗАТЕЛЬНО необходимо работать с другими людьми, а не самостоятельно
 ","Сущность:Методика,Важность:5/65",,,0,0
38,32,1691336392,Как накопить энергию людям с ЧЖП-2 для внутренней трансформации сознания,"1. Примите расслабляющую ванну
2. Займитесь медитацией, чтобы собрать себя воедино (духовно)
3.Вспомните и проанализируйте на каком этапе, где конкретно вы потеряли осколки своей души
4.Переложите негатив на позитивные моменты вашей жизни. Сместите свой фокус восприятия
5. Сделайте Упражнение №1 для ЧЖП-2 для преодоления страха выражения собственного мнения из этого подкаста
 ","Сущность:Методика,Важность:5/65",,,0,0
39,32,1691336392,"Как людям с ЧЖП-2 выйти из абьюзивных отношений

*Двойки чаще других чисел становятся заложниками абьюзивных отношений.","1. Развивайте сознательность своих действий, двойкам НЕЛЬЗЯ идти на поводу у социума или из чувства внутреннего долга
- Помните: чтобы выйти из негативного проявления своего числа, двойкам КРАЙНЕ необходимо найти ключ к духовной, интуитивной, гармоничной мудрости, которая в них заложена изначально природой.
 ","Сущность:Методика,Важность:20/80",,,0,0
40,32,1691336392,Упражнение №1 для ЧЖП-2 для преодоления страха выражения собственного мнения,"*1 этаж(препятствие) для ЧЖП-2 характеризуется страхом перед открытым выражением собственного мнения
 
1. Закройте глаза, обеспечьте тишину вокруг себя
2.Вспоминая, что основной вызов двойки это преодоление страха перед выражением собственного мнения, вспомните случаи, когда вы хотели выразить своё мнение, но по каким то причинам вы оставили язык за зубами. 
3. Представьте случай, когда вы высказываете свою идею (сегодня,завтра,в прошлом и тп.). Проговорите этот момент, делая акцент на том что вы не сказали, но что было в ваших мыслях
4. Откройте глаза
 ","Сущность:Методика,Важность:5/65",,,0,0
41,32,1691336392,Как активировать в своей жизни качества 2,"1. Развивайте навыки партнерства и сотрудничества
- Найдите человека, с которым уже сегодня вы сможете создать что-то совместно
2. Гармонизируйте ваши отношения со всем/чем угодно, что вас окружает
* Гармоничные отношения предполагают равный энергетический обмен (ты мне, а я тебе)
3. Зафиксируйте и проявите наружу весь негатив, который возник(возникает) внутри, мешая достичь гармонии
- Не расходуйте энергию себе в убыток. Берегите и регулярно восполняйте её
 - Если у человека снижается внутренний энергетический баланс, то его мозг имитирует смерть и активирует заболевания.
4. Развивайте эмпатию и проявляйте свои личные потребности
5. Сверяйте все свои действия с внутренними чувствами
6. Научитесь балансировать между собственными потребностями и потребностями других людей
 ","Сущность:Методика,Важность:5/65",,,0,0
42,21,1691336392,"МАРАФОН: Нумерология. День 3
(Жизненная нумерология)
Экспосхема для загрузки в бота ",,,,,0,0
43,42,1691336392,Расшифровка для ЧЖП-3,"Главная цель и миссия:
 
Если число жизненного пути человека-3, то главной целью его/её жизни является обретение триумфа; создание/рождение чего-то нового, а так же вдохновение других делать тоже самое 
Свойства человека с ЧЖП-3:
 
ЧЖП-3 символизирует эгоцентричное сознание человека; стремление к власти, которая может быть связана с индивидуальным выражением/самоутверждением человека.
ЧЖП-3 свойственно творчество, творческое начало
Люди с ЧЖП-3 обладают повышенной эмпатией, гиперчувствительностью, как никто более из всех 9 чисел
Для развития творческого потенциала подойдут сферы музыки и танцев
-Необходимо найти способ творческой реализации себя.. Это поможет реализовать потенциал тройки
Людям с ЧЖП-3 свойственна: эмоциональная открытость
Тренируйте готовность испытывать любые эмоции и свободу выражения своих чувств
 Эмоциональный контроль позволит ЧЖП-3 выработать силу воли
 Прорабатывайте свои эмоциональные проблемы с психологом, терапевтом, чтобы достичь гармонии
Наиболее сильным и одновременно слабым местом на теле троек(ЧЖП-3) является живот
(Доп информация: ЧЖП-3 является числом богатства, т.к денежный центр находится в животе)
Женщину с ЧЖП-3 можно охарактеризовать как : тигрицу, львицу, победительницу, сексуальную, властную королеву, креативную личность; плодородную мать-Землю 
Характеристика человека с ЧЖП-3:
 
Человек с ЧЖП-3 характеризуется как : властный, творческий, экспрессивный, с сексуально- социальной потребностью.
 
Они безбашенные личности, которым жизненно необходимы коммуникация, социум, общение для трансляции своих идей
Основной уровень задач ЧЖП-3:
 
Человек с ЧЖП-3 должен стремиться к выражению идей, коммуникации, творчеству, рождению. 
 
- Если ваше ЧЖП-3, стремитесь к рождению, помогайте рождаться/рожать другим. Это могут быть как люди, так и идеи.
Прокачивайте свои способности трансляции и передачи идей, заражая окружающих вдохновением
Успех человека с ЧЖП-3:
 
Благоприятные сферы, где человек с ЧЖП-3 сможет реализовать себя и свой потенциал: искусство, творчество, акушерство и гинекология, педиатрия, а так же сфера развлечений, где будет задействованы их коммуникативные навыки
Обрести деньги, человеку с ЧЖП-3 поможет управление и руководство крупными проектами/компаниями.
Кармическая программа:
 
Кармическая задача человека с ЧЖП-3 заключена в развитии умения выразить идею и донести её посредством слов/смыслов, установить гармоничные отношения, расширить границу понимания, договориться.
Негативные проявления у ЧЖП-3 характеризуются:
 
В ЧЖП-3 соединяется энергии единицы и двойки
 
*Негативное проявление ЧЖП-3(является проявлением энергии ЧЖП-2)  может выражаться в безмерном помогаторстве, себе в ущерб
Негативные проявления ЧЖП-3 характеризуются: режимом ожидания, пассивность
 
Люди с ЧЖП-3 склонны к самокритике, из-за внутреннего перфекционизма
Проблемы переедания у людей с ЧЖП-3 могут являться следствием нереализованного  творческого потенциала
 ","Сущность:Чек-лист,Важность:5/65",,,0,0
44,42,1691336392,Методика: Раскрытие своего предназначения для ЧЖП-3,"1. Найдите или зародите в себе стремление к достижению своих внутренних целей; обретите мощь, чтобы самоутверждаться
Сепарируйте себя от общества и негативного влияния родителей
- Чтобы понять живете ли вы проявляя свое ЧЖП-3 на 100%, проанализируйте на сколько вы самоутверждаетесь; умеете выражать себя/свои чувства 
 
2. Найдите способ ""соединиться"" с природой, если ваше ЧЖП-3. 
  Выращивание цветов на подоконнике, взаимодействие с растениями/животными жизненно необходимо для людей с ЧЖП-3
 
3. Обращайте пристальное внимание на поддержание зверового веса и нормализацию питания
-Вам нужно больше исследовать, заниматься непрерывным обучением себя
4. Развивайте гибкое мышление: учитесь адаптироваться к новым идеям, событиям, изменениям
Запишитесь на курсы растяжки и медитации, чтобы обрести гибкость ума и тела
Научитесь контролировать свой эмоциональный баланс: учитесь не зацикливаться на негативе; переключаться с негативных мыслей на позитивное мышление
Если ваше ЧЖП-3, то уход за собой является вашей ОБЯЗАННОСТЬЮ!
  Сделайте уход за собой вашим регулярным ритуалом
Если ваше ЧЖП-3, избегайте союзов с эмоц. нестабильными людьми/руководителями
1) Держите под особым контролем ваше псих-эмоциональное состояние т.к имеется врожденная слабая психика и стрессоустойчивость
 2) Найдите способ повысить и укрепить уровень стрессоустойчивости/эмоц. свободы и чувственности.
  3) Начните следить за питанием, откажитесь от алкоголя (это обязательно!)
    *Алкоголь снижает степень контроля над эмоциями и чувствами
 4) Посещайте телесные практики, чтобы научиться управлять своим телом и быть с ним в гармонии
 
Рекомендации:
*Помощь крупным корпорациям/компаниям людей поможет кратно увеличить масштаб влияния энергии ЧЖП-3
Развивайте вашу эмоциональную интеллигентность
  Если ваше ЧЖП-3, то вам необходимо излучать интеллигентную ауру, научиться понимать чужие эмоции, быть отзывчивым/вой, научиться понимать потребности других и помогать удовлетворять эти потребности
  Сопереживание, сострадание и поддержка помогут людям с ЧЖП-3 натренировать эмоц. интеллигентность ,активировать самосознание, понять мотивацию в жизни/свои скрытые желания, проявить свою уникальность
9 этажей(жизней); 9 препятствий человека с ЧЖП-3
 
1 этаж ЧЖП-3 характеризуется: внутренним ограничением личного развития 
 
1) Отыщите своего ""внутреннего творца"" и способ реализовать себя, вдохновлять других.
2) Ищите что-то новое, переосмысляйте старое, создавайте что-то, реализуясь творчески
3) Научитесь балансировать между творческими проектами и реальными, практическими материальными обязанностями
  *Люди с ЧЖП-3 могут испытывать трудности с организацией своего времени, эффективной реализацией своих идей.
 
Рекомендации:
Если ваше ЧЖП-3, то найдите способ выражения себя, своих эмоций, своих идей.
 *Блогинг и блогерство могут стать прекрасным инструментом реализации для людей с ЧЖП-3","Сущность:Методика,Важность:5/65",,,0,0
